Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-12-03 10:00:00+00:00,Moscow,326.0,38.3,35.6,25.0,30.3,36.0,Industrial
2024-12-03 11:00:00+00:00,Moscow,318.0,40.5,34.4,29.0,30.1,35.8,Industrial
2024-12-03 12:00:00+00:00,Moscow,315.0,40.1,33.3,29.0,29.5,33.2,Industrial
2024-12-03 13:00:00+00:00,Moscow,315.0,43.3,33.0,28.0,26.8,29.4,Industrial
2024-12-03 14:00:00+00:00,Moscow,334.0,44.4,32.6,24.0,26.2,28.8,Industrial
2024-12-03 15:00:00+00:00,Moscow,350.0,47.7,32.0,23.0,28.0,30.7,Industrial
2024-12-03 16:00:00+00:00,Moscow,358.0,50.6,32.7,26.0,29.6,33.8,Industrial
2024-12-03 17:00:00+00:00,Moscow,301.0,42.8,32.6,28.0,24.6,30.1,Industrial
2024-12-03 18:00:00+00:00,Moscow,270.0,37.6,31.5,32.0,22.6,25.2,Industrial
2024-12-03 19:00:00+00:00,Moscow,254.0,34.9,30.3,34.0,21.3,26.2,Industrial
2024-12-03 20:00:00+00:00,Moscow,234.0,30.9,27.8,38.0,20.1,21.9,Industrial
2024-12-03 21:00:00+00:00,Moscow,215.0,24.6,23.2,40.0,19.2,20.6,Industrial
2024-12-03 22:00:00+00:00,Moscow,207.0,21.8,23.1,40.0,19.2,20.9,Industrial
2024-12-03 23:00:00+00:00,Moscow,198.0,19.7,23.1,41.0,16.3,20.0,Industrial
2024-12-04 00:00:00+00:00,Moscow,204.0,19.2,24.6,41.0,15.0,19.6,Industrial
2024-12-04 01:00:00+00:00,Moscow,208.0,19.6,29.5,40.0,17.7,22.1,Industrial
2024-12-04 02:00:00+00:00,Moscow,213.0,20.0,31.7,39.0,18.4,23.1,Industrial
2024-12-04 03:00:00+00:00,Moscow,226.0,23.5,34.7,36.0,19.0,24.0,Industrial
2024-12-04 04:00:00+00:00,Moscow,270.0,30.9,37.2,30.0,20.1,26.0,Industrial
2024-12-04 05:00:00+00:00,Moscow,353.0,43.9,38.8,17.0,28.6,34.6,Industrial
2024-12-04 06:00:00+00:00,Moscow,404.0,48.5,42.8,10.0,29.7,36.1,Industrial
2024-12-04 07:00:00+00:00,Moscow,406.0,49.6,46.3,12.0,30.6,37.4,Industrial
2024-12-04 08:00:00+00:00,Moscow,433.0,48.8,46.9,13.0,33.1,40.9,Industrial
2024-12-04 09:00:00+00:00,Moscow,443.0,46.4,47.3,14.0,33.6,41.1,Industrial
2024-12-04 10:00:00+00:00,Moscow,426.0,48.1,50.5,12.0,34.1,41.7,Industrial
2024-12-04 11:00:00+00:00,Moscow,480.0,53.0,53.6,10.0,34.4,39.3,Industrial
2024-12-04 12:00:00+00:00,Moscow,539.0,56.2,56.0,7.0,32.1,36.1,Industrial
2024-12-04 13:00:00+00:00,Moscow,526.0,59.6,57.1,5.0,37.8,43.2,Industrial
2024-12-04 14:00:00+00:00,Moscow,606.0,64.8,69.0,3.0,34.3,44.4,Industrial
2024-12-04 15:00:00+00:00,Moscow,562.0,73.0,55.6,3.0,32.3,42.2,Industrial
2024-12-04 16:00:00+00:00,Moscow,537.0,74.5,53.4,3.0,28.8,37.8,Industrial
2024-12-04 17:00:00+00:00,Moscow,416.0,62.6,57.5,2.0,24.9,30.8,Industrial
2024-12-04 18:00:00+00:00,Moscow,371.0,57.5,51.7,2.0,23.6,28.5,Industrial
2024-12-04 19:00:00+00:00,Moscow,336.0,53.9,47.9,4.0,22.9,28.7,Industrial
2024-12-04 20:00:00+00:00,Moscow,323.0,45.8,41.9,11.0,22.7,26.5,Industrial
2024-12-04 21:00:00+00:00,Moscow,292.0,45.8,40.6,13.0,22.5,25.5,Industrial
2024-12-04 22:00:00+00:00,Moscow,279.0,44.7,41.4,20.0,22.3,25.5,Industrial
2024-12-04 23:00:00+00:00,Moscow,267.0,37.9,43.3,27.0,22.1,27.7,Industrial
2024-12-05 00:00:00+00:00,Moscow,252.0,36.6,37.5,29.0,18.5,23.7,Industrial
2024-12-05 01:00:00+00:00,Moscow,220.0,31.3,32.7,26.0,14.9,21.5,Industrial
2024-12-05 02:00:00+00:00,Moscow,214.0,34.4,35.6,21.0,14.0,21.2,Industrial
2024-12-05 03:00:00+00:00,Moscow,230.0,34.7,40.2,18.0,15.5,20.8,Industrial
2024-12-05 04:00:00+00:00,Moscow,271.0,44.8,50.4,10.0,21.5,26.7,Industrial
2024-12-05 05:00:00+00:00,Moscow,385.0,51.8,60.2,8.0,24.3,34.6,Industrial
2024-12-05 06:00:00+00:00,Moscow,428.0,55.1,60.2,4.0,27.9,38.0,Industrial
2024-12-05 07:00:00+00:00,Moscow,417.0,55.4,59.5,5.0,28.9,39.2,Industrial
2024-12-05 08:00:00+00:00,Moscow,376.0,48.9,62.9,13.0,29.9,36.3,Industrial
2024-12-05 09:00:00+00:00,Moscow,367.0,50.8,65.6,16.0,32.1,39.5,Industrial
2024-12-05 10:00:00+00:00,Moscow,382.0,49.5,67.1,18.0,32.1,42.7,Industrial
2024-12-05 11:00:00+00:00,Moscow,407.0,51.3,73.2,15.0,35.5,43.3,Industrial
2024-12-05 12:00:00+00:00,Moscow,455.0,54.6,76.7,11.0,41.2,48.6,Industrial
2024-12-05 13:00:00+00:00,Moscow,498.0,58.2,78.6,10.0,40.3,51.0,Industrial
2024-12-05 14:00:00+00:00,Moscow,539.0,57.7,65.4,13.0,35.5,48.8,Industrial
2024-12-05 15:00:00+00:00,Moscow,606.0,57.7,60.6,10.0,35.5,43.1,Industrial
2024-12-05 16:00:00+00:00,Moscow,632.0,55.9,58.0,7.0,35.8,40.8,Industrial
2024-12-05 17:00:00+00:00,Moscow,480.0,53.6,55.7,6.0,31.3,42.4,Industrial
2024-12-05 18:00:00+00:00,Moscow,402.0,50.4,54.1,8.0,29.1,39.4,Industrial
2024-12-05 19:00:00+00:00,Moscow,341.0,46.8,54.5,9.0,27.2,35.4,Industrial
2024-12-05 20:00:00+00:00,Moscow,314.0,39.3,51.6,12.0,27.1,32.7,Industrial
2024-12-05 21:00:00+00:00,Moscow,279.0,33.5,41.9,26.0,25.6,28.5,Industrial
2024-12-05 22:00:00+00:00,Moscow,255.0,29.7,40.9,34.0,23.6,26.7,Industrial
2024-12-05 23:00:00+00:00,Moscow,233.0,29.7,41.2,32.0,21.3,24.1,Industrial
2024-12-06 00:00:00+00:00,Moscow,219.0,30.8,37.3,32.0,19.1,21.3,Industrial
2024-12-06 01:00:00+00:00,Moscow,211.0,26.4,36.5,44.0,16.1,20.1,Industrial
2024-12-06 02:00:00+00:00,Moscow,202.0,25.1,45.8,45.0,16.9,21.8,Industrial
2024-12-06 03:00:00+00:00,Moscow,206.0,26.0,51.7,35.0,17.1,22.4,Industrial
2024-12-06 04:00:00+00:00,Moscow,230.0,31.5,55.4,31.0,17.9,25.7,Industrial
2024-12-06 05:00:00+00:00,Moscow,334.0,39.3,56.7,22.0,23.1,28.8,Industrial
2024-12-06 06:00:00+00:00,Moscow,350.0,41.4,55.4,25.0,22.5,29.1,Industrial
2024-12-06 07:00:00+00:00,Moscow,336.0,37.8,54.4,32.0,22.5,28.3,Industrial
2024-12-06 08:00:00+00:00,Moscow,315.0,33.6,51.2,38.0,22.0,27.3,Industrial
2024-12-06 09:00:00+00:00,Moscow,304.0,31.9,48.8,41.0,21.1,25.9,Industrial
2024-12-06 10:00:00+00:00,Moscow,307.0,31.8,45.6,40.0,20.3,25.3,Industrial
2024-12-06 11:00:00+00:00,Moscow,316.0,32.4,46.2,36.0,20.8,25.9,Industrial
2024-12-06 12:00:00+00:00,Moscow,325.0,34.6,47.6,31.0,20.5,25.6,Industrial
2024-12-06 13:00:00+00:00,Moscow,339.0,38.8,47.3,24.0,20.6,25.5,Industrial
2024-12-06 14:00:00+00:00,Moscow,366.0,44.7,46.3,19.0,22.4,27.7,Industrial
2024-12-06 15:00:00+00:00,Moscow,401.0,45.7,49.7,20.0,23.3,28.8,Industrial
2024-12-06 16:00:00+00:00,Moscow,377.0,44.1,50.5,18.0,22.7,27.4,Industrial
2024-12-06 17:00:00+00:00,Moscow,323.0,40.3,47.6,23.0,19.6,24.4,Industrial
2024-12-06 18:00:00+00:00,Moscow,289.0,35.7,42.7,28.0,18.7,23.2,Industrial
2024-12-06 19:00:00+00:00,Moscow,270.0,30.1,36.5,32.0,17.8,20.8,Industrial
2024-12-06 20:00:00+00:00,Moscow,253.0,26.3,31.8,35.0,15.2,18.0,Industrial
2024-12-06 21:00:00+00:00,Moscow,225.0,20.2,28.2,39.0,13.1,15.4,Industrial
2024-12-06 22:00:00+00:00,Moscow,217.0,19.5,28.5,42.0,12.5,14.7,Industrial
2024-12-06 23:00:00+00:00,Moscow,211.0,15.5,28.5,45.0,12.7,15.0,Industrial
2024-12-07 00:00:00+00:00,Moscow,208.0,13.5,29.1,47.0,12.7,15.2,Industrial
2024-12-07 01:00:00+00:00,Moscow,206.0,15.4,25.6,47.0,11.6,14.0,Industrial
2024-12-07 02:00:00+00:00,Moscow,206.0,15.9,26.5,47.0,11.9,14.5,Industrial
2024-12-07 03:00:00+00:00,Moscow,205.0,15.4,28.7,48.0,12.1,14.9,Industrial
2024-12-07 04:00:00+00:00,Moscow,214.0,16.5,30.4,46.0,13.4,16.3,Industrial
2024-12-07 05:00:00+00:00,Moscow,267.0,21.1,32.2,42.0,13.8,17.1,Industrial
2024-12-07 06:00:00+00:00,Moscow,271.0,25.5,34.9,36.0,13.8,17.2,Industrial
2024-12-07 07:00:00+00:00,Moscow,280.0,25.5,35.7,35.0,14.1,17.8,Industrial
2024-12-07 08:00:00+00:00,Moscow,282.0,24.4,35.3,37.0,13.8,17.5,Industrial
2024-12-07 09:00:00+00:00,Moscow,295.0,25.4,34.3,37.0,12.9,16.4,Industrial
2024-12-07 10:00:00+00:00,Moscow,304.0,25.5,37.5,35.0,14.7,18.7,Industrial
2024-12-07 11:00:00+00:00,Moscow,342.0,28.5,38.7,34.0,14.8,19.0,Industrial
2024-12-07 12:00:00+00:00,Moscow,380.0,29.5,39.9,30.0,16.0,20.5,Industrial
2024-12-07 13:00:00+00:00,Moscow,388.0,29.8,37.9,28.0,17.0,21.0,Industrial
2024-12-07 14:00:00+00:00,Moscow,356.0,31.2,36.7,23.0,19.6,24.1,Industrial
2024-12-07 15:00:00+00:00,Moscow,384.0,30.8,40.6,15.0,19.9,24.1,Industrial
2024-12-07 16:00:00+00:00,Moscow,378.0,32.7,44.1,15.0,18.2,21.8,Industrial
2024-12-07 17:00:00+00:00,Moscow,293.0,32.6,44.1,16.0,17.0,20.1,Industrial
2024-12-07 18:00:00+00:00,Moscow,274.0,30.8,41.5,20.0,15.7,18.5,Industrial
2024-12-07 19:00:00+00:00,Moscow,256.0,30.5,38.4,26.0,14.4,16.9,Industrial
2024-12-07 20:00:00+00:00,Moscow,231.0,26.0,33.9,28.0,13.7,16.2,Industrial
2024-12-07 21:00:00+00:00,Moscow,225.0,22.3,32.6,38.0,12.5,15.3,Industrial
2024-12-07 22:00:00+00:00,Moscow,217.0,19.5,30.5,40.0,12.1,15.2,Industrial
2024-12-07 23:00:00+00:00,Moscow,200.0,17.5,29.6,42.0,11.6,14.8,Industrial
2024-12-08 00:00:00+00:00,Moscow,206.0,20.4,32.9,37.0,14.5,17.8,Industrial
2024-12-08 01:00:00+00:00,Moscow,204.0,20.2,34.5,38.0,15.7,19.0,Industrial
2024-12-08 02:00:00+00:00,Moscow,202.0,21.5,36.6,38.0,16.0,19.5,Industrial
2024-12-08 03:00:00+00:00,Moscow,201.0,25.9,40.7,34.0,17.2,21.2,Industrial
2024-12-08 04:00:00+00:00,Moscow,221.0,32.9,46.7,30.0,17.5,21.8,Industrial
2024-12-08 05:00:00+00:00,Moscow,314.0,38.2,52.1,22.0,20.9,25.1,Industrial
2024-12-08 06:00:00+00:00,Moscow,327.0,39.0,53.8,19.0,22.0,26.5,Industrial
2024-12-08 07:00:00+00:00,Moscow,337.0,38.0,53.6,19.0,21.8,26.4,Industrial
2024-12-08 08:00:00+00:00,Moscow,338.0,38.0,54.7,22.0,23.4,27.0,Industrial
2024-12-08 09:00:00+00:00,Moscow,357.0,37.2,55.3,22.0,22.4,25.7,Industrial
2024-12-08 10:00:00+00:00,Moscow,391.0,38.6,59.7,19.0,22.8,27.4,Industrial
2024-12-08 11:00:00+00:00,Moscow,441.0,41.8,66.5,14.0,26.1,31.3,Industrial
2024-12-08 12:00:00+00:00,Moscow,492.0,45.6,68.4,10.0,27.9,33.2,Industrial
2024-12-08 13:00:00+00:00,Moscow,519.0,49.9,69.9,8.0,26.2,32.8,Industrial
2024-12-08 14:00:00+00:00,Moscow,532.0,51.5,75.2,4.0,32.8,39.3,Industrial
2024-12-08 15:00:00+00:00,Moscow,578.0,51.3,82.9,1.0,34.8,43.6,Industrial
2024-12-08 16:00:00+00:00,Moscow,544.0,52.6,84.4,1.0,34.6,40.6,Industrial
2024-12-08 17:00:00+00:00,Moscow,440.0,50.3,85.3,2.0,35.3,42.3,Industrial
2024-12-08 18:00:00+00:00,Moscow,389.0,49.9,82.0,4.0,35.0,43.0,Industrial
2024-12-08 19:00:00+00:00,Moscow,389.0,48.0,74.3,4.0,33.8,42.0,Industrial
2024-12-08 20:00:00+00:00,Moscow,373.0,46.4,68.2,4.0,32.0,40.8,Industrial
2024-12-08 21:00:00+00:00,Moscow,349.0,45.7,64.4,11.0,30.9,39.3,Industrial
2024-12-08 22:00:00+00:00,Moscow,338.0,44.3,67.2,14.0,31.0,39.1,Industrial
2024-12-08 23:00:00+00:00,Moscow,318.0,42.1,67.2,15.0,32.3,39.1,Industrial
2024-12-09 00:00:00+00:00,Moscow,304.0,40.7,61.0,14.0,31.3,38.4,Industrial
2024-12-09 01:00:00+00:00,Moscow,286.0,40.6,66.6,14.0,32.7,42.1,Industrial
2024-12-09 02:00:00+00:00,Moscow,298.0,39.9,69.4,13.0,32.6,42.4,Industrial
2024-12-09 03:00:00+00:00,Moscow,313.0,44.8,74.0,11.0,33.4,43.7,Industrial
2024-12-09 04:00:00+00:00,Moscow,383.0,50.1,80.9,4.0,34.1,44.7,Industrial
2024-12-09 05:00:00+00:00,Moscow,578.0,58.1,98.4,1.0,41.5,52.7,Industrial
2024-12-09 06:00:00+00:00,Moscow,705.0,61.2,105.4,1.0,50.3,58.0,Industrial
2024-12-09 07:00:00+00:00,Moscow,691.0,60.3,103.6,1.0,54.0,61.8,Industrial
2024-12-09 08:00:00+00:00,Moscow,645.0,58.4,95.1,2.0,53.6,61.3,Industrial
2024-12-09 09:00:00+00:00,Moscow,618.0,56.6,88.9,3.0,52.5,60.2,Industrial
2024-12-09 10:00:00+00:00,Moscow,635.0,55.1,87.4,4.0,52.3,60.2,Industrial
2024-12-09 11:00:00+00:00,Moscow,727.0,57.1,91.8,4.0,54.4,63.8,Industrial
2024-12-09 12:00:00+00:00,Moscow,853.0,58.1,96.1,2.0,57.7,74.1,Industrial
2024-12-09 13:00:00+00:00,Moscow,957.0,62.5,101.2,0.0,65.7,80.1,Industrial
2024-12-09 14:00:00+00:00,Moscow,1034.0,68.4,121.2,0.0,71.2,84.6,Industrial
2024-12-09 15:00:00+00:00,Moscow,1339.0,72.6,149.3,0.0,79.0,95.1,Industrial
2024-12-09 16:00:00+00:00,Moscow,1302.0,74.5,125.1,0.0,76.6,94.0,Industrial
2024-12-09 17:00:00+00:00,Moscow,1228.0,67.8,144.3,0.0,75.9,85.9,Industrial
2024-12-09 18:00:00+00:00,Moscow,1111.0,62.1,111.0,0.0,69.0,77.9,Industrial
2024-12-09 19:00:00+00:00,Moscow,741.0,56.8,95.5,1.0,60.1,70.3,Industrial
2024-12-09 20:00:00+00:00,Moscow,570.0,55.2,85.9,1.0,54.8,66.0,Industrial
2024-12-09 21:00:00+00:00,Moscow,495.0,53.8,96.7,1.0,54.5,61.1,Industrial
2024-12-09 22:00:00+00:00,Moscow,406.0,44.5,87.6,1.0,47.2,55.0,Industrial
2024-12-09 23:00:00+00:00,Moscow,400.0,41.7,58.0,1.0,38.9,44.5,Industrial
2024-12-10 00:00:00+00:00,Moscow,380.0,40.3,68.9,1.0,32.9,41.6,Industrial
2024-12-10 01:00:00+00:00,Moscow,331.0,41.5,69.1,1.0,32.2,40.8,Industrial
2024-12-10 02:00:00+00:00,Moscow,318.0,43.7,75.9,1.0,33.9,43.1,Industrial
2024-12-10 03:00:00+00:00,Moscow,327.0,43.4,85.0,1.0,33.6,45.2,Industrial
2024-12-10 04:00:00+00:00,Moscow,394.0,54.2,97.1,0.0,42.9,56.2,Industrial
2024-12-10 05:00:00+00:00,Moscow,639.0,64.6,105.5,0.0,60.4,90.1,Industrial
2024-12-10 06:00:00+00:00,Moscow,805.0,66.5,110.9,0.0,63.7,87.8,Industrial
2024-12-10 07:00:00+00:00,Moscow,827.0,72.4,128.1,1.0,68.4,95.7,Industrial
2024-12-10 08:00:00+00:00,Moscow,858.0,80.7,164.8,1.0,91.8,120.2,Industrial
2024-12-10 09:00:00+00:00,Moscow,961.0,78.6,210.1,2.0,121.5,138.4,Industrial
2024-12-10 10:00:00+00:00,Moscow,1083.0,80.6,244.6,2.0,131.2,161.6,Industrial
2024-12-10 11:00:00+00:00,Moscow,1200.0,89.7,258.7,2.0,128.6,193.9,Industrial
2024-12-10 12:00:00+00:00,Moscow,1395.0,101.4,244.1,1.0,154.2,214.0,Industrial
2024-12-10 13:00:00+00:00,Moscow,1590.0,110.4,251.4,0.0,146.1,200.4,Industrial
2024-12-10 14:00:00+00:00,Moscow,1650.0,101.7,194.2,0.0,123.5,166.7,Industrial
2024-12-10 15:00:00+00:00,Moscow,1799.0,93.7,150.8,0.0,107.6,130.2,Industrial
2024-12-10 16:00:00+00:00,Moscow,1361.0,79.4,135.4,0.0,96.3,111.1,Industrial
2024-12-10 17:00:00+00:00,Moscow,973.0,81.2,121.5,1.0,70.5,95.7,Industrial
2024-12-10 18:00:00+00:00,Moscow,596.0,66.5,94.0,2.0,50.6,66.9,Industrial
2024-12-10 19:00:00+00:00,Moscow,432.0,59.4,74.7,11.0,39.7,48.6,Industrial
2024-12-10 20:00:00+00:00,Moscow,349.0,54.5,57.7,17.0,31.7,38.6,Industrial
2024-12-10 21:00:00+00:00,Moscow,284.0,37.9,46.2,30.0,25.2,30.8,Industrial
2024-12-10 22:00:00+00:00,Moscow,281.0,33.0,42.7,39.0,21.5,25.6,Industrial
2024-12-10 23:00:00+00:00,Moscow,246.0,29.8,41.4,40.0,18.9,24.1,Industrial
2024-12-11 00:00:00+00:00,Moscow,216.0,27.6,35.8,49.0,18.3,22.0,Industrial
2024-12-11 01:00:00+00:00,Moscow,211.0,27.3,36.6,49.0,18.9,23.5,Industrial
2024-12-11 02:00:00+00:00,Moscow,207.0,27.9,36.8,51.0,19.1,24.0,Industrial
2024-12-11 03:00:00+00:00,Moscow,213.0,32.1,36.4,51.0,19.5,24.1,Industrial
2024-12-11 04:00:00+00:00,Moscow,269.0,43.5,41.4,38.0,24.1,29.1,Industrial
2024-12-11 05:00:00+00:00,Moscow,402.0,55.1,42.6,25.0,29.7,34.9,Industrial
2024-12-11 06:00:00+00:00,Moscow,454.0,61.3,49.2,19.0,34.4,39.8,Industrial
2024-12-11 07:00:00+00:00,Moscow,426.0,58.9,49.6,21.0,33.6,38.8,Industrial
2024-12-11 08:00:00+00:00,Moscow,417.0,54.6,46.3,25.0,31.4,36.6,Industrial
2024-12-11 09:00:00+00:00,Moscow,405.0,52.1,50.9,26.0,33.8,39.8,Industrial
2024-12-11 10:00:00+00:00,Moscow,412.0,52.0,48.3,23.0,31.5,36.6,Industrial
2024-12-11 11:00:00+00:00,Moscow,417.0,54.7,50.6,20.0,33.6,38.8,Industrial
2024-12-11 12:00:00+00:00,Moscow,427.0,57.0,44.7,17.0,34.6,40.3,Industrial
2024-12-11 13:00:00+00:00,Moscow,434.0,57.4,43.5,15.0,36.2,43.6,Industrial
2024-12-11 14:00:00+00:00,Moscow,457.0,56.7,43.7,13.0,32.1,37.0,Industrial
2024-12-11 15:00:00+00:00,Moscow,499.0,59.3,44.7,9.0,29.6,35.6,Industrial
2024-12-11 16:00:00+00:00,Moscow,487.0,62.5,52.1,9.0,32.9,38.0,Industrial
2024-12-11 17:00:00+00:00,Moscow,408.0,56.7,49.6,16.0,24.4,29.2,Industrial
2024-12-11 18:00:00+00:00,Moscow,341.0,53.8,50.6,22.0,22.3,27.7,Industrial
2024-12-11 19:00:00+00:00,Moscow,289.0,48.2,45.2,27.0,20.4,25.0,Industrial
2024-12-11 20:00:00+00:00,Moscow,245.0,41.2,39.7,34.0,18.3,23.2,Industrial
2024-12-11 21:00:00+00:00,Moscow,207.0,29.0,28.9,46.0,15.7,18.9,Industrial
2024-12-11 22:00:00+00:00,Moscow,195.0,26.2,27.4,51.0,16.8,20.3,Industrial
2024-12-11 23:00:00+00:00,Moscow,185.0,25.7,27.9,53.0,18.0,21.9,Industrial
2024-12-12 00:00:00+00:00,Moscow,178.0,25.3,24.3,55.0,15.7,19.2,Industrial
2024-12-12 01:00:00+00:00,Moscow,177.0,25.0,24.6,54.0,16.6,21.1,Industrial
2024-12-12 02:00:00+00:00,Moscow,176.0,25.7,25.2,53.0,17.5,20.5,Industrial
2024-12-12 03:00:00+00:00,Moscow,188.0,31.8,30.0,45.0,17.8,21.0,Industrial
2024-12-12 04:00:00+00:00,Moscow,250.0,42.1,30.0,32.0,18.4,21.5,Industrial
2024-12-12 05:00:00+00:00,Moscow,357.0,49.1,34.3,26.0,26.7,30.3,Industrial
2024-12-12 06:00:00+00:00,Moscow,397.0,52.6,33.8,25.0,25.8,31.4,Industrial
2024-12-12 07:00:00+00:00,Moscow,364.0,48.1,31.5,29.0,23.4,28.2,Industrial
2024-12-12 08:00:00+00:00,Moscow,329.0,42.0,30.6,34.0,20.8,23.4,Industrial
2024-12-12 09:00:00+00:00,Moscow,311.0,37.0,29.0,38.0,19.7,22.3,Industrial
2024-12-12 10:00:00+00:00,Moscow,313.0,37.1,26.7,40.0,21.1,25.4,Industrial
2024-12-12 11:00:00+00:00,Moscow,319.0,38.2,29.5,36.0,22.1,25.9,Industrial
2024-12-12 12:00:00+00:00,Moscow,319.0,39.1,30.7,36.0,18.6,21.4,Industrial
2024-12-12 13:00:00+00:00,Moscow,328.0,42.3,32.2,33.0,19.1,21.8,Industrial
2024-12-12 14:00:00+00:00,Moscow,373.0,48.7,32.0,35.0,23.2,26.1,Industrial
2024-12-12 15:00:00+00:00,Moscow,474.0,56.7,37.3,31.0,20.1,26.8,Industrial
2024-12-12 16:00:00+00:00,Moscow,523.0,66.8,34.0,27.0,26.3,30.0,Industrial
2024-12-12 17:00:00+00:00,Moscow,335.0,46.0,36.9,26.0,18.3,20.7,Industrial
2024-12-12 18:00:00+00:00,Moscow,344.0,52.9,36.2,23.0,15.8,18.6,Industrial
2024-12-12 19:00:00+00:00,Moscow,346.0,49.5,36.4,26.0,17.1,19.8,Industrial
2024-12-12 20:00:00+00:00,Moscow,270.0,44.1,29.4,28.0,15.5,17.4,Industrial
2024-12-12 21:00:00+00:00,Moscow,210.0,26.0,19.5,45.0,13.0,15.6,Industrial
2024-12-12 22:00:00+00:00,Moscow,185.0,20.6,16.6,54.0,10.2,13.4,Industrial
2024-12-12 23:00:00+00:00,Moscow,170.0,17.8,21.3,59.0,11.6,14.0,Industrial
2024-12-13 00:00:00+00:00,Moscow,166.0,16.8,16.5,59.0,11.3,13.9,Industrial
2024-12-13 01:00:00+00:00,Moscow,168.0,17.1,16.7,60.0,11.7,14.5,Industrial
2024-12-13 02:00:00+00:00,Moscow,170.0,19.0,18.3,60.0,10.1,12.0,Industrial
2024-12-13 03:00:00+00:00,Moscow,183.0,24.4,21.4,56.0,11.2,13.0,Industrial
2024-12-13 04:00:00+00:00,Moscow,210.0,29.2,22.3,50.0,9.5,13.1,Industrial
2024-12-13 05:00:00+00:00,Moscow,291.0,42.2,27.2,45.0,14.1,16.7,Industrial
2024-12-13 06:00:00+00:00,Moscow,319.0,43.5,29.0,44.0,15.4,17.3,Industrial
2024-12-13 07:00:00+00:00,Moscow,312.0,41.5,28.2,46.0,18.7,21.3,Industrial
2024-12-13 08:00:00+00:00,Moscow,286.0,33.3,26.3,49.0,13.4,17.4,Industrial
2024-12-13 09:00:00+00:00,Moscow,284.0,30.3,24.1,49.0,11.8,17.8,Industrial
2024-12-13 10:00:00+00:00,Moscow,286.0,28.6,22.3,49.0,11.1,17.8,Industrial
2024-12-13 11:00:00+00:00,Moscow,288.0,31.5,25.9,48.0,13.2,18.8,Industrial
2024-12-13 12:00:00+00:00,Moscow,308.0,32.0,26.8,46.0,17.4,19.9,Industrial
2024-12-13 13:00:00+00:00,Moscow,309.0,35.9,25.8,44.0,15.9,18.5,Industrial
2024-12-13 14:00:00+00:00,Moscow,322.0,37.3,26.4,41.0,13.9,18.3,Industrial
2024-12-13 15:00:00+00:00,Moscow,371.0,43.4,31.9,37.0,17.9,21.4,Industrial
2024-12-13 16:00:00+00:00,Moscow,385.0,48.1,35.3,35.0,19.3,23.5,Industrial
2024-12-13 17:00:00+00:00,Moscow,346.0,42.4,35.9,36.0,20.3,23.9,Industrial
2024-12-13 18:00:00+00:00,Moscow,314.0,40.0,35.0,37.0,19.5,23.2,Industrial
2024-12-13 19:00:00+00:00,Moscow,284.0,36.3,34.1,43.0,16.9,21.2,Industrial
2024-12-13 20:00:00+00:00,Moscow,253.0,29.8,33.5,44.0,12.9,19.4,Industrial
2024-12-13 21:00:00+00:00,Moscow,235.0,22.3,26.1,49.0,12.6,18.6,Industrial
2024-12-13 22:00:00+00:00,Moscow,223.0,23.2,23.7,50.0,13.0,19.6,Industrial
2024-12-13 23:00:00+00:00,Moscow,214.0,22.8,23.6,52.0,14.8,19.3,Industrial
2024-12-14 00:00:00+00:00,Moscow,204.0,22.1,27.3,51.0,14.2,20.5,Industrial
2024-12-14 01:00:00+00:00,Moscow,198.0,20.1,27.9,56.0,14.1,18.3,Industrial
2024-12-14 02:00:00+00:00,Moscow,191.0,22.7,28.6,57.0,15.4,19.7,Industrial
2024-12-14 03:00:00+00:00,Moscow,197.0,28.0,30.2,54.0,15.9,18.6,Industrial
2024-12-14 04:00:00+00:00,Moscow,215.0,41.6,32.2,48.0,13.0,17.5,Industrial
2024-12-14 05:00:00+00:00,Moscow,314.0,41.9,34.5,41.0,15.5,18.9,Industrial
2024-12-14 06:00:00+00:00,Moscow,337.0,42.5,38.2,37.0,18.0,20.8,Industrial
2024-12-14 07:00:00+00:00,Moscow,362.0,46.4,38.6,38.0,21.9,25.5,Industrial
2024-12-14 08:00:00+00:00,Moscow,377.0,47.8,38.7,40.0,21.9,25.6,Industrial
2024-12-14 09:00:00+00:00,Moscow,394.0,48.5,40.4,42.0,18.9,22.0,Industrial
2024-12-14 10:00:00+00:00,Moscow,406.0,47.4,39.2,42.0,18.1,21.0,Industrial
2024-12-14 11:00:00+00:00,Moscow,390.0,42.7,37.1,41.0,20.6,24.7,Industrial
2024-12-14 12:00:00+00:00,Moscow,401.0,41.9,36.9,40.0,20.2,25.1,Industrial
2024-12-14 13:00:00+00:00,Moscow,414.0,45.0,38.8,36.0,20.1,25.3,Industrial
2024-12-14 14:00:00+00:00,Moscow,425.0,49.6,40.5,27.0,21.4,26.8,Industrial
2024-12-14 15:00:00+00:00,Moscow,437.0,50.8,41.4,23.0,22.8,26.9,Industrial
2024-12-14 16:00:00+00:00,Moscow,418.0,47.8,38.5,26.0,22.1,27.4,Industrial
2024-12-14 17:00:00+00:00,Moscow,324.0,41.3,36.7,28.0,19.9,23.5,Industrial
2024-12-14 18:00:00+00:00,Moscow,263.0,35.7,30.7,31.0,17.8,20.4,Industrial
