Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-01-01 00:00:00+00:00,Moscow,208.0,15.9,13.2,44.0,8.6,9.4,Industrial
2024-01-01 01:00:00+00:00,Moscow,207.0,17.4,13.7,44.0,8.6,10.5,Industrial
2024-01-01 02:00:00+00:00,Moscow,217.0,19.0,15.5,43.0,10.4,12.9,Industrial
2024-01-01 03:00:00+00:00,Moscow,231.0,21.0,20.7,36.0,12.3,15.3,Industrial
2024-01-01 04:00:00+00:00,Moscow,263.0,34.5,27.2,27.0,13.6,20.0,Industrial
2024-01-01 05:00:00+00:00,Moscow,352.0,49.5,34.2,12.0,17.6,25.8,Industrial
2024-01-01 06:00:00+00:00,Moscow,389.0,53.4,40.2,8.0,22.9,31.6,Industrial
2024-01-01 07:00:00+00:00,Moscow,429.0,54.9,45.7,10.0,24.9,29.7,Industrial
2024-01-01 08:00:00+00:00,Moscow,431.0,47.1,47.5,17.0,22.5,32.6,Industrial
2024-01-01 09:00:00+00:00,Moscow,434.0,43.9,48.1,21.0,22.9,39.5,Industrial
2024-01-01 10:00:00+00:00,Moscow,472.0,45.1,47.4,20.0,23.0,43.8,Industrial
2024-01-01 11:00:00+00:00,Moscow,535.0,46.9,53.6,16.0,25.8,51.3,Industrial
2024-01-01 12:00:00+00:00,Moscow,556.0,50.2,61.2,10.0,29.7,60.0,Industrial
2024-01-01 13:00:00+00:00,Moscow,602.0,57.9,66.8,4.0,34.3,65.4,Industrial
2024-01-01 14:00:00+00:00,Moscow,765.0,63.0,66.0,1.0,57.2,70.0,Industrial
2024-01-01 15:00:00+00:00,Moscow,973.0,65.0,83.2,0.0,67.3,86.9,Industrial
2024-01-01 16:00:00+00:00,Moscow,1084.0,65.4,94.9,0.0,77.3,99.7,Industrial
2024-01-01 17:00:00+00:00,Moscow,955.0,66.1,91.2,1.0,67.3,89.1,Industrial
2024-01-01 18:00:00+00:00,Moscow,759.0,62.1,85.6,1.0,63.4,74.7,Industrial
2024-01-01 19:00:00+00:00,Moscow,688.0,59.9,79.0,1.0,54.4,69.1,Industrial
2024-01-01 20:00:00+00:00,Moscow,650.0,49.1,66.6,1.0,46.8,67.4,Industrial
2024-01-01 21:00:00+00:00,Moscow,534.0,43.8,51.4,4.0,39.8,57.2,Industrial
2024-01-01 22:00:00+00:00,Moscow,505.0,40.8,36.6,6.0,33.7,47.3,Industrial
2024-01-01 23:00:00+00:00,Moscow,381.0,37.5,28.5,7.0,30.0,33.2,Industrial
2024-01-02 00:00:00+00:00,Moscow,337.0,36.7,26.8,15.0,22.5,24.7,Industrial
2024-01-02 01:00:00+00:00,Moscow,303.0,33.7,32.6,23.0,20.1,22.0,Industrial
2024-01-02 02:00:00+00:00,Moscow,278.0,33.5,31.2,27.0,18.9,20.4,Industrial
2024-01-02 03:00:00+00:00,Moscow,266.0,34.7,35.7,28.0,19.4,21.4,Industrial
2024-01-02 04:00:00+00:00,Moscow,308.0,46.2,39.8,20.0,21.8,24.2,Industrial
2024-01-02 05:00:00+00:00,Moscow,373.0,54.4,42.9,13.0,25.0,30.8,Industrial
2024-01-02 06:00:00+00:00,Moscow,422.0,55.9,41.3,12.0,23.7,31.1,Industrial
2024-01-02 07:00:00+00:00,Moscow,407.0,50.5,39.3,17.0,22.5,29.7,Industrial
2024-01-02 08:00:00+00:00,Moscow,384.0,43.0,36.9,25.0,22.1,29.4,Industrial
2024-01-02 09:00:00+00:00,Moscow,394.0,34.1,34.1,35.0,20.9,25.7,Industrial
2024-01-02 10:00:00+00:00,Moscow,376.0,29.4,36.6,42.0,19.5,23.5,Industrial
2024-01-02 11:00:00+00:00,Moscow,366.0,30.8,37.9,40.0,20.0,24.5,Industrial
2024-01-02 12:00:00+00:00,Moscow,339.0,32.7,36.6,40.0,19.7,24.0,Industrial
2024-01-02 13:00:00+00:00,Moscow,384.0,39.1,26.7,36.0,15.8,24.4,Industrial
2024-01-02 14:00:00+00:00,Moscow,371.0,45.9,26.1,29.0,17.6,26.5,Industrial
2024-01-02 15:00:00+00:00,Moscow,411.0,49.1,26.4,24.0,18.9,24.8,Industrial
2024-01-02 16:00:00+00:00,Moscow,415.0,47.7,32.3,23.0,20.5,25.9,Industrial
2024-01-02 17:00:00+00:00,Moscow,390.0,45.5,36.9,25.0,20.8,26.3,Industrial
2024-01-02 18:00:00+00:00,Moscow,349.0,44.7,33.7,29.0,20.4,23.8,Industrial
2024-01-02 19:00:00+00:00,Moscow,321.0,42.4,30.6,28.0,19.3,21.4,Industrial
2024-01-02 20:00:00+00:00,Moscow,305.0,40.4,29.3,29.0,18.7,21.8,Industrial
2024-01-02 21:00:00+00:00,Moscow,281.0,33.7,28.6,34.0,17.8,21.5,Industrial
2024-01-02 22:00:00+00:00,Moscow,275.0,33.0,27.4,34.0,18.5,22.2,Industrial
2024-01-02 23:00:00+00:00,Moscow,260.0,31.6,25.8,34.0,18.7,19.7,Industrial
2024-01-03 00:00:00+00:00,Moscow,250.0,30.1,21.6,25.0,15.4,18.1,Industrial
2024-01-03 01:00:00+00:00,Moscow,244.0,31.4,22.5,22.0,14.8,18.9,Industrial
2024-01-03 02:00:00+00:00,Moscow,249.0,34.6,25.0,22.0,15.9,20.4,Industrial
2024-01-03 03:00:00+00:00,Moscow,266.0,37.7,30.6,19.0,18.7,21.7,Industrial
2024-01-03 04:00:00+00:00,Moscow,305.0,46.3,35.4,14.0,22.0,25.9,Industrial
2024-01-03 05:00:00+00:00,Moscow,423.0,54.8,43.2,4.0,27.1,31.8,Industrial
2024-01-03 06:00:00+00:00,Moscow,527.0,58.8,55.5,3.0,26.7,34.0,Industrial
2024-01-03 07:00:00+00:00,Moscow,448.0,60.6,62.3,5.0,33.7,37.1,Industrial
2024-01-03 08:00:00+00:00,Moscow,412.0,55.5,64.6,10.0,26.3,32.4,Industrial
2024-01-03 09:00:00+00:00,Moscow,410.0,51.4,49.5,14.0,30.2,32.0,Industrial
2024-01-03 10:00:00+00:00,Moscow,421.0,49.5,57.9,14.0,31.0,33.6,Industrial
2024-01-03 11:00:00+00:00,Moscow,462.0,49.8,65.3,12.0,31.8,36.0,Industrial
2024-01-03 12:00:00+00:00,Moscow,481.0,52.9,62.8,10.0,32.8,38.1,Industrial
2024-01-03 13:00:00+00:00,Moscow,543.0,59.5,53.1,6.0,34.1,39.3,Industrial
2024-01-03 14:00:00+00:00,Moscow,598.0,60.7,49.2,1.0,36.5,42.0,Industrial
2024-01-03 15:00:00+00:00,Moscow,655.0,59.9,51.3,1.0,37.7,47.0,Industrial
2024-01-03 16:00:00+00:00,Moscow,633.0,55.6,47.5,1.0,36.1,52.5,Industrial
2024-01-03 17:00:00+00:00,Moscow,541.0,55.5,48.7,0.0,36.0,52.5,Industrial
2024-01-03 18:00:00+00:00,Moscow,471.0,52.6,50.4,1.0,35.9,50.5,Industrial
2024-01-03 19:00:00+00:00,Moscow,423.0,52.1,51.0,2.0,36.2,48.1,Industrial
2024-01-03 20:00:00+00:00,Moscow,384.0,46.5,48.1,4.0,35.3,44.8,Industrial
2024-01-03 21:00:00+00:00,Moscow,358.0,42.0,45.2,10.0,33.6,39.8,Industrial
2024-01-03 22:00:00+00:00,Moscow,345.0,37.8,34.3,12.0,31.0,34.1,Industrial
2024-01-03 23:00:00+00:00,Moscow,344.0,36.0,27.3,14.0,25.7,29.7,Industrial
2024-01-04 00:00:00+00:00,Moscow,325.0,44.5,45.6,16.0,30.4,31.5,Industrial
2024-01-04 01:00:00+00:00,Moscow,316.0,44.4,50.7,17.0,28.1,31.7,Industrial
2024-01-04 02:00:00+00:00,Moscow,297.0,42.9,47.6,21.0,26.4,34.1,Industrial
2024-01-04 03:00:00+00:00,Moscow,295.0,44.4,46.7,21.0,27.6,33.0,Industrial
2024-01-04 04:00:00+00:00,Moscow,317.0,50.9,52.8,14.0,31.3,33.5,Industrial
2024-01-04 05:00:00+00:00,Moscow,491.0,60.7,80.5,1.0,35.6,43.5,Industrial
2024-01-04 06:00:00+00:00,Moscow,601.0,61.7,84.8,1.0,37.8,47.6,Industrial
2024-01-04 07:00:00+00:00,Moscow,604.0,59.7,80.9,8.0,39.2,46.3,Industrial
2024-01-04 08:00:00+00:00,Moscow,617.0,55.6,79.5,16.0,40.9,53.3,Industrial
2024-01-04 09:00:00+00:00,Moscow,497.0,47.2,76.5,19.0,34.5,41.9,Industrial
2024-01-04 10:00:00+00:00,Moscow,504.0,47.6,70.2,19.0,35.5,40.6,Industrial
2024-01-04 11:00:00+00:00,Moscow,522.0,48.1,68.2,19.0,36.7,42.1,Industrial
2024-01-04 12:00:00+00:00,Moscow,590.0,49.3,66.8,19.0,37.3,42.9,Industrial
2024-01-04 13:00:00+00:00,Moscow,587.0,52.8,66.5,10.0,37.0,44.2,Industrial
2024-01-04 14:00:00+00:00,Moscow,582.0,58.4,62.6,5.0,39.5,53.1,Industrial
2024-01-04 15:00:00+00:00,Moscow,647.0,61.2,62.7,1.0,45.0,62.5,Industrial
2024-01-04 16:00:00+00:00,Moscow,623.0,60.5,65.6,1.0,50.1,61.5,Industrial
2024-01-04 17:00:00+00:00,Moscow,568.0,56.2,69.3,1.0,49.1,56.3,Industrial
2024-01-04 18:00:00+00:00,Moscow,548.0,54.0,69.3,1.0,46.6,52.1,Industrial
2024-01-04 19:00:00+00:00,Moscow,546.0,51.3,66.4,1.0,45.0,49.8,Industrial
2024-01-04 20:00:00+00:00,Moscow,501.0,48.0,59.0,1.0,42.7,48.0,Industrial
2024-01-04 21:00:00+00:00,Moscow,425.0,46.3,50.2,4.0,38.4,45.5,Industrial
2024-01-04 22:00:00+00:00,Moscow,428.0,45.1,47.4,6.0,33.4,42.4,Industrial
2024-01-04 23:00:00+00:00,Moscow,389.0,44.2,45.7,10.0,30.5,40.3,Industrial
2024-01-05 00:00:00+00:00,Moscow,339.0,42.6,44.7,7.0,31.9,38.8,Industrial
2024-01-05 01:00:00+00:00,Moscow,322.0,45.7,54.6,9.0,31.4,38.6,Industrial
2024-01-05 02:00:00+00:00,Moscow,311.0,47.4,56.5,11.0,29.8,39.1,Industrial
2024-01-05 03:00:00+00:00,Moscow,318.0,50.3,60.5,10.0,30.6,41.2,Industrial
2024-01-05 04:00:00+00:00,Moscow,364.0,61.1,59.8,4.0,32.8,48.3,Industrial
2024-01-05 05:00:00+00:00,Moscow,595.0,66.9,68.8,1.0,42.0,63.7,Industrial
2024-01-05 06:00:00+00:00,Moscow,656.0,70.4,81.6,1.0,46.2,72.5,Industrial
2024-01-05 07:00:00+00:00,Moscow,706.0,69.7,95.8,9.0,49.9,70.8,Industrial
2024-01-05 08:00:00+00:00,Moscow,701.0,60.1,101.5,13.0,49.9,54.9,Industrial
2024-01-05 09:00:00+00:00,Moscow,581.0,52.9,88.4,17.0,42.7,51.8,Industrial
2024-01-05 10:00:00+00:00,Moscow,524.0,52.5,78.2,23.0,40.9,46.4,Industrial
2024-01-05 11:00:00+00:00,Moscow,550.0,55.8,75.2,25.0,41.5,45.6,Industrial
2024-01-05 12:00:00+00:00,Moscow,536.0,61.2,75.2,23.0,45.2,48.7,Industrial
2024-01-05 13:00:00+00:00,Moscow,589.0,66.2,74.5,10.0,46.1,58.5,Industrial
2024-01-05 14:00:00+00:00,Moscow,727.0,70.8,74.3,4.0,51.1,56.8,Industrial
2024-01-05 15:00:00+00:00,Moscow,783.0,73.1,79.8,1.0,51.0,65.3,Industrial
2024-01-05 16:00:00+00:00,Moscow,780.0,73.0,81.5,1.0,59.3,64.2,Industrial
2024-01-05 17:00:00+00:00,Moscow,692.0,70.0,78.5,1.0,57.2,63.9,Industrial
2024-01-05 18:00:00+00:00,Moscow,598.0,66.2,71.8,1.0,51.7,56.6,Industrial
2024-01-05 19:00:00+00:00,Moscow,565.0,61.9,68.2,1.0,48.1,57.6,Industrial
2024-01-05 20:00:00+00:00,Moscow,562.0,60.1,64.4,2.0,47.9,59.0,Industrial
2024-01-05 21:00:00+00:00,Moscow,545.0,57.3,51.9,3.0,45.1,48.6,Industrial
2024-01-05 22:00:00+00:00,Moscow,513.0,54.3,40.7,4.0,41.4,47.9,Industrial
2024-01-05 23:00:00+00:00,Moscow,448.0,53.2,42.7,8.0,37.7,44.4,Industrial
2024-01-06 00:00:00+00:00,Moscow,417.0,53.2,42.8,9.0,37.8,41.1,Industrial
2024-01-06 01:00:00+00:00,Moscow,378.0,51.4,45.2,14.0,27.8,30.5,Industrial
2024-01-06 02:00:00+00:00,Moscow,352.0,47.1,48.9,18.0,27.0,30.0,Industrial
2024-01-06 03:00:00+00:00,Moscow,340.0,49.5,61.9,15.0,26.9,31.4,Industrial
2024-01-06 04:00:00+00:00,Moscow,343.0,55.6,93.0,4.0,28.2,34.8,Industrial
2024-01-06 05:00:00+00:00,Moscow,519.0,60.1,108.4,1.0,33.5,41.7,Industrial
2024-01-06 06:00:00+00:00,Moscow,605.0,61.2,107.6,1.0,37.4,48.3,Industrial
2024-01-06 07:00:00+00:00,Moscow,658.0,58.1,102.7,3.0,43.7,54.8,Industrial
2024-01-06 08:00:00+00:00,Moscow,690.0,59.6,96.8,5.0,45.3,56.8,Industrial
2024-01-06 09:00:00+00:00,Moscow,731.0,56.0,96.4,8.0,46.5,58.4,Industrial
2024-01-06 10:00:00+00:00,Moscow,758.0,56.9,92.2,9.0,49.1,59.2,Industrial
2024-01-06 11:00:00+00:00,Moscow,761.0,55.6,85.6,8.0,50.6,56.2,Industrial
2024-01-06 12:00:00+00:00,Moscow,710.0,56.3,83.9,6.0,50.7,60.6,Industrial
2024-01-06 13:00:00+00:00,Moscow,724.0,57.7,74.3,2.0,50.8,62.4,Industrial
2024-01-06 14:00:00+00:00,Moscow,773.0,57.4,75.8,0.0,52.1,67.4,Industrial
2024-01-06 15:00:00+00:00,Moscow,790.0,57.0,85.9,0.0,52.5,74.7,Industrial
2024-01-06 16:00:00+00:00,Moscow,857.0,58.4,93.2,0.0,58.5,73.3,Industrial
2024-01-06 17:00:00+00:00,Moscow,837.0,58.1,91.7,0.0,65.4,75.4,Industrial
2024-01-06 18:00:00+00:00,Moscow,783.0,56.3,81.8,0.0,68.3,77.6,Industrial
2024-01-06 19:00:00+00:00,Moscow,708.0,55.9,67.0,1.0,61.9,71.5,Industrial
2024-01-06 20:00:00+00:00,Moscow,655.0,54.7,51.9,1.0,51.5,58.4,Industrial
2024-01-06 21:00:00+00:00,Moscow,609.0,45.8,38.6,2.0,44.9,51.0,Industrial
2024-01-06 22:00:00+00:00,Moscow,493.0,41.4,35.5,5.0,39.2,44.7,Industrial
2024-01-06 23:00:00+00:00,Moscow,402.0,35.4,32.8,10.0,32.9,41.0,Industrial
2024-01-07 00:00:00+00:00,Moscow,355.0,33.7,31.8,18.0,29.7,34.7,Industrial
2024-01-07 01:00:00+00:00,Moscow,306.0,31.3,29.0,21.0,24.3,26.3,Industrial
2024-01-07 02:00:00+00:00,Moscow,287.0,30.5,33.2,23.0,24.5,28.6,Industrial
2024-01-07 03:00:00+00:00,Moscow,286.0,33.5,37.9,20.0,25.3,28.8,Industrial
2024-01-07 04:00:00+00:00,Moscow,295.0,44.5,45.7,12.0,28.7,33.4,Industrial
2024-01-07 05:00:00+00:00,Moscow,484.0,46.9,55.3,3.0,32.9,45.0,Industrial
2024-01-07 06:00:00+00:00,Moscow,547.0,48.5,61.1,1.0,37.0,47.1,Industrial
2024-01-07 07:00:00+00:00,Moscow,577.0,47.1,64.8,9.0,40.1,49.8,Industrial
2024-01-07 08:00:00+00:00,Moscow,588.0,44.6,66.9,14.0,39.8,44.3,Industrial
2024-01-07 09:00:00+00:00,Moscow,595.0,40.0,67.5,23.0,34.7,42.3,Industrial
2024-01-07 10:00:00+00:00,Moscow,554.0,37.9,56.1,31.0,34.4,42.3,Industrial
2024-01-07 11:00:00+00:00,Moscow,620.0,39.6,56.5,24.0,35.6,42.4,Industrial
2024-01-07 12:00:00+00:00,Moscow,606.0,44.9,55.8,21.0,39.3,45.9,Industrial
2024-01-07 13:00:00+00:00,Moscow,620.0,52.6,49.6,13.0,42.6,50.5,Industrial
2024-01-07 14:00:00+00:00,Moscow,644.0,56.2,51.9,10.0,45.9,54.8,Industrial
2024-01-07 15:00:00+00:00,Moscow,649.0,56.1,61.0,4.0,44.1,55.6,Industrial
2024-01-07 16:00:00+00:00,Moscow,643.0,58.4,64.3,3.0,45.3,62.8,Industrial
2024-01-07 17:00:00+00:00,Moscow,604.0,57.0,60.7,1.0,43.5,73.3,Industrial
2024-01-07 18:00:00+00:00,Moscow,562.0,54.5,51.9,2.0,39.7,65.5,Industrial
2024-01-07 19:00:00+00:00,Moscow,558.0,55.0,48.5,1.0,38.6,62.2,Industrial
2024-01-07 20:00:00+00:00,Moscow,577.0,55.9,45.3,2.0,39.3,53.8,Industrial
2024-01-07 21:00:00+00:00,Moscow,558.0,61.8,38.2,4.0,41.7,52.6,Industrial
2024-01-07 22:00:00+00:00,Moscow,509.0,63.4,40.7,7.0,43.0,51.7,Industrial
2024-01-07 23:00:00+00:00,Moscow,479.0,64.0,43.2,6.0,38.4,45.2,Industrial
2024-01-08 00:00:00+00:00,Moscow,480.0,61.7,45.0,8.0,38.3,40.8,Industrial
2024-01-08 01:00:00+00:00,Moscow,323.0,51.7,52.7,8.0,31.9,41.7,Industrial
2024-01-08 02:00:00+00:00,Moscow,322.0,61.4,54.3,13.0,32.2,41.2,Industrial
2024-01-08 03:00:00+00:00,Moscow,342.0,67.3,58.6,10.0,35.1,42.6,Industrial
2024-01-08 04:00:00+00:00,Moscow,471.0,71.0,77.1,3.0,38.6,53.9,Industrial
2024-01-08 05:00:00+00:00,Moscow,685.0,79.1,90.9,1.0,46.5,69.2,Industrial
2024-01-08 06:00:00+00:00,Moscow,718.0,79.8,106.1,1.0,50.8,71.1,Industrial
2024-01-08 07:00:00+00:00,Moscow,715.0,81.0,97.4,4.0,50.0,63.6,Industrial
2024-01-08 08:00:00+00:00,Moscow,688.0,73.8,84.8,12.0,51.7,57.5,Industrial
2024-01-08 09:00:00+00:00,Moscow,645.0,70.4,80.7,15.0,45.2,51.2,Industrial
2024-01-08 10:00:00+00:00,Moscow,606.0,67.4,82.0,17.0,43.7,52.2,Industrial
2024-01-08 11:00:00+00:00,Moscow,634.0,68.3,82.7,14.0,45.9,57.1,Industrial
2024-01-08 12:00:00+00:00,Moscow,627.0,72.7,78.7,13.0,45.3,56.1,Industrial
2024-01-08 13:00:00+00:00,Moscow,617.0,72.7,69.2,9.0,40.3,52.0,Industrial
2024-01-08 14:00:00+00:00,Moscow,545.0,72.2,56.1,6.0,36.7,49.2,Industrial
2024-01-08 15:00:00+00:00,Moscow,520.0,71.6,47.6,6.0,35.3,48.3,Industrial
2024-01-08 16:00:00+00:00,Moscow,447.0,64.8,41.8,10.0,30.5,39.8,Industrial
2024-01-08 17:00:00+00:00,Moscow,369.0,51.0,38.7,20.0,25.7,31.3,Industrial
2024-01-08 18:00:00+00:00,Moscow,316.0,44.7,31.5,30.0,20.5,25.6,Industrial
2024-01-08 19:00:00+00:00,Moscow,286.0,41.9,30.5,35.0,16.6,21.3,Industrial
2024-01-08 20:00:00+00:00,Moscow,252.0,35.0,24.6,42.0,14.7,17.7,Industrial
2024-01-08 21:00:00+00:00,Moscow,235.0,25.8,18.0,52.0,12.4,15.2,Industrial
2024-01-08 22:00:00+00:00,Moscow,223.0,20.9,17.6,54.0,11.1,11.9,Industrial
2024-01-08 23:00:00+00:00,Moscow,213.0,19.9,17.8,55.0,11.1,12.4,Industrial
2024-01-09 00:00:00+00:00,Moscow,206.0,21.3,18.6,54.0,11.0,13.4,Industrial
2024-01-09 01:00:00+00:00,Moscow,206.0,22.5,19.8,53.0,11.0,13.9,Industrial
2024-01-09 02:00:00+00:00,Moscow,210.0,24.5,21.4,51.0,11.8,14.8,Industrial
2024-01-09 03:00:00+00:00,Moscow,225.0,27.7,24.8,47.0,13.1,16.5,Industrial
2024-01-09 04:00:00+00:00,Moscow,249.0,35.5,32.4,33.0,15.9,17.8,Industrial
2024-01-09 05:00:00+00:00,Moscow,335.0,49.3,35.7,21.0,19.8,26.6,Industrial
2024-01-09 06:00:00+00:00,Moscow,339.0,50.4,34.2,23.0,19.6,30.1,Industrial
2024-01-09 07:00:00+00:00,Moscow,341.0,50.3,34.2,24.0,18.0,30.2,Industrial
2024-01-09 08:00:00+00:00,Moscow,346.0,49.1,35.0,28.0,16.5,27.9,Industrial
2024-01-09 09:00:00+00:00,Moscow,349.0,46.1,35.8,28.0,16.4,26.7,Industrial
2024-01-09 10:00:00+00:00,Moscow,377.0,49.2,37.4,26.0,17.8,27.1,Industrial
2024-01-09 11:00:00+00:00,Moscow,393.0,54.0,42.4,22.0,20.9,33.2,Industrial
2024-01-09 12:00:00+00:00,Moscow,390.0,56.6,45.0,18.0,23.3,30.8,Industrial
2024-01-09 13:00:00+00:00,Moscow,418.0,59.2,43.8,10.0,24.1,31.4,Industrial
2024-01-09 14:00:00+00:00,Moscow,396.0,54.3,38.4,14.0,23.3,29.6,Industrial
2024-01-09 15:00:00+00:00,Moscow,389.0,48.3,33.0,20.0,19.6,23.1,Industrial
2024-01-09 16:00:00+00:00,Moscow,366.0,44.3,27.6,27.0,15.9,18.6,Industrial
2024-01-09 17:00:00+00:00,Moscow,266.0,35.6,23.6,36.0,12.4,14.0,Industrial
2024-01-09 18:00:00+00:00,Moscow,231.0,25.4,21.3,41.0,11.3,13.1,Industrial
2024-01-09 19:00:00+00:00,Moscow,226.0,25.2,18.3,41.0,10.1,11.8,Industrial
2024-01-09 20:00:00+00:00,Moscow,218.0,20.4,15.6,44.0,8.6,9.6,Industrial
2024-01-09 21:00:00+00:00,Moscow,206.0,17.5,11.9,48.0,7.3,8.3,Industrial
2024-01-09 22:00:00+00:00,Moscow,191.0,16.5,11.4,52.0,6.5,7.4,Industrial
2024-01-09 23:00:00+00:00,Moscow,184.0,14.2,11.6,50.0,6.0,6.8,Industrial
2024-01-10 00:00:00+00:00,Moscow,181.0,13.7,12.8,52.0,5.8,6.6,Industrial
2024-01-10 01:00:00+00:00,Moscow,177.0,15.9,12.8,50.0,6.7,7.8,Industrial
2024-01-10 02:00:00+00:00,Moscow,175.0,18.1,14.3,48.0,7.0,8.1,Industrial
2024-01-10 03:00:00+00:00,Moscow,198.0,20.6,18.1,45.0,8.2,10.1,Industrial
2024-01-10 04:00:00+00:00,Moscow,232.0,34.1,23.2,27.0,9.6,12.2,Industrial
2024-01-10 05:00:00+00:00,Moscow,317.0,46.4,27.6,12.0,14.8,17.0,Industrial
2024-01-10 06:00:00+00:00,Moscow,352.0,50.5,35.4,6.0,19.3,24.4,Industrial
2024-01-10 07:00:00+00:00,Moscow,361.0,51.2,38.6,8.0,22.4,29.2,Industrial
2024-01-10 08:00:00+00:00,Moscow,370.0,51.4,40.1,9.0,24.1,32.2,Industrial
2024-01-10 09:00:00+00:00,Moscow,395.0,57.0,48.0,10.0,27.9,38.2,Industrial
2024-01-10 10:00:00+00:00,Moscow,428.0,59.4,68.8,10.0,30.7,44.6,Industrial
2024-01-10 11:00:00+00:00,Moscow,500.0,61.8,94.7,7.0,36.6,57.2,Industrial
2024-01-10 12:00:00+00:00,Moscow,544.0,65.0,93.9,4.0,44.0,55.1,Industrial
2024-01-10 13:00:00+00:00,Moscow,689.0,70.1,98.2,1.0,55.1,85.3,Industrial
2024-01-10 14:00:00+00:00,Moscow,862.0,73.0,117.7,0.0,67.3,80.2,Industrial
2024-01-10 15:00:00+00:00,Moscow,969.0,75.7,132.5,0.0,74.3,97.4,Industrial
2024-01-10 16:00:00+00:00,Moscow,1023.0,74.5,138.8,0.0,76.7,101.1,Industrial
2024-01-10 17:00:00+00:00,Moscow,660.0,63.0,106.0,0.0,60.7,68.2,Industrial
2024-01-10 18:00:00+00:00,Moscow,459.0,52.6,60.6,2.0,42.2,46.9,Industrial
2024-01-10 19:00:00+00:00,Moscow,359.0,46.3,46.3,9.0,29.5,33.2,Industrial
2024-01-10 20:00:00+00:00,Moscow,313.0,40.9,33.8,15.0,22.7,24.9,Industrial
2024-01-10 21:00:00+00:00,Moscow,265.0,36.3,24.9,23.0,15.5,18.0,Industrial
2024-01-10 22:00:00+00:00,Moscow,244.0,30.9,21.2,23.0,13.5,17.4,Industrial
2024-01-10 23:00:00+00:00,Moscow,214.0,25.3,19.0,33.0,12.1,14.7,Industrial
2024-01-11 00:00:00+00:00,Moscow,204.0,19.4,14.8,45.0,8.3,9.5,Industrial
2024-01-11 01:00:00+00:00,Moscow,196.0,17.8,19.8,46.0,8.0,9.8,Industrial
2024-01-11 02:00:00+00:00,Moscow,188.0,18.1,21.1,45.0,9.1,10.9,Industrial
2024-01-11 03:00:00+00:00,Moscow,181.0,20.8,17.8,37.0,8.1,10.2,Industrial
2024-01-11 04:00:00+00:00,Moscow,205.0,25.3,20.7,35.0,7.8,8.9,Industrial
2024-01-11 05:00:00+00:00,Moscow,231.0,32.8,18.1,27.0,10.4,11.5,Industrial
2024-01-11 06:00:00+00:00,Moscow,234.0,32.7,17.6,32.0,10.9,12.0,Industrial
2024-01-11 07:00:00+00:00,Moscow,219.0,31.7,17.2,36.0,10.4,11.8,Industrial
2024-01-11 08:00:00+00:00,Moscow,213.0,28.0,15.9,40.0,9.3,10.6,Industrial
2024-01-11 09:00:00+00:00,Moscow,206.0,23.4,14.3,42.0,7.8,8.6,Industrial
2024-01-11 10:00:00+00:00,Moscow,205.0,21.9,12.0,45.0,7.8,9.5,Industrial
2024-01-11 11:00:00+00:00,Moscow,224.0,20.0,11.9,44.0,6.9,10.3,Industrial
2024-01-11 12:00:00+00:00,Moscow,233.0,19.9,11.4,49.0,7.4,10.2,Industrial
2024-01-11 13:00:00+00:00,Moscow,252.0,22.5,11.4,47.0,7.7,10.1,Industrial
2024-01-11 14:00:00+00:00,Moscow,282.0,25.6,13.2,42.0,10.3,12.3,Industrial
2024-01-11 15:00:00+00:00,Moscow,291.0,31.7,14.1,42.0,10.7,13.3,Industrial
2024-01-11 16:00:00+00:00,Moscow,250.0,27.8,14.4,47.0,8.7,13.0,Industrial
2024-01-11 17:00:00+00:00,Moscow,236.0,22.0,14.8,51.0,8.0,12.4,Industrial
2024-01-11 18:00:00+00:00,Moscow,228.0,20.4,14.4,51.0,8.0,11.8,Industrial
2024-01-11 19:00:00+00:00,Moscow,221.0,20.8,13.1,52.0,7.9,11.6,Industrial
2024-01-11 20:00:00+00:00,Moscow,216.0,17.2,11.4,56.0,7.7,10.0,Industrial
2024-01-11 21:00:00+00:00,Moscow,203.0,13.4,9.4,57.0,7.5,9.4,Industrial
2024-01-11 22:00:00+00:00,Moscow,201.0,12.6,9.2,57.0,6.9,10.0,Industrial
2024-01-11 23:00:00+00:00,Moscow,204.0,12.4,9.6,58.0,6.8,9.1,Industrial
2024-01-12 00:00:00+00:00,Moscow,194.0,12.3,11.1,59.0,6.7,7.6,Industrial
2024-01-12 01:00:00+00:00,Moscow,193.0,13.8,14.7,59.0,7.1,8.1,Industrial
2024-01-12 02:00:00+00:00,Moscow,196.0,16.4,14.4,57.0,7.3,8.3,Industrial
2024-01-12 03:00:00+00:00,Moscow,202.0,16.8,15.3,54.0,7.9,9.1,Industrial
2024-01-12 04:00:00+00:00,Moscow,231.0,23.8,18.3,52.0,9.3,12.5,Industrial
2024-01-12 05:00:00+00:00,Moscow,294.0,33.7,19.2,38.0,10.7,15.2,Industrial
2024-01-12 06:00:00+00:00,Moscow,310.0,34.4,18.7,37.0,11.4,18.6,Industrial
2024-01-12 07:00:00+00:00,Moscow,292.0,33.8,18.2,37.0,10.7,15.8,Industrial
2024-01-12 08:00:00+00:00,Moscow,276.0,31.2,18.7,41.0,10.0,15.3,Industrial
